ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Damage Cost,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
6571624,HP644036,10/23/2008 18:10,003XX S PLYMOUTH CT,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,3266,FALSE,FALSE,123,1,2,32,3,1176091,1898936,2008,6/11/2008 15:42,41.87804265,-87.62889511,"(41.878042652, -87.628895109)"
3425217,HK489162,7/11/2004 19:46,060XX S MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,1195,FALSE,TRUE,311,3,20,40,08B,1178229,1865098,2004,ERROR,41.78514016,-87.62207368,"(41.785140156, -87.62207368)"
9297900,HW443063,9/8/2013 14:30,073XX S MICHIGAN AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,3308,FALSE,FALSE,323,3,6,69,3,1178393,1856302,2013,2/10/2013 11:54,41.76099928,-87.62173923,"(41.760999284, -87.621739229)"
5343960,HM744635,11/28/2006 7:45,042XX S CALUMET AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,2763,TRUE,FALSE,214,2,3,38,16,1179097,1876982,2006,ERROR,41.81773117,-87.61852889,"(41.81773117, -87.61852889)"
7231348,HR644530,11/15/2009 13:15,048XX N KENMORE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,2613,TRUE,TRUE,2024,20,46,3,08B,1168339,1932383,2009,ERROR,41.96999406,-87.65638891,"(41.969994063, -87.656388912)"
8276922,HT511056,9/23/2011 18:15,076XX S CICERO AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,3184,TRUE,FALSE,833,8,13,65,6,1145766,1853738,2011,ERROR,41.75464162,-87.74138516,"(41.75464162, -87.741385158)"
7096630,HR505081,8/26/2009 18:00,081XX S PAULINA ST,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,2842,FALSE,FALSE,614,6,18,71,08B,1166381,1850921,2009,ERROR,41.74649731,-87.66591694,"(41.746497306, -87.66591694)"
3509426,HK586658,8/28/2004 0:00,083XX S KINGSTON AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,606,FALSE,FALSE,423,4,7,46,7,1194581,1850155,2004,ERROR,41.74374865,-87.562612,"(41.743748652, -87.562611996)"
9478072,HX130921,1/21/2014 17:00,068XX S WOLCOTT AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,1761,FALSE,TRUE,726,7,17,67,26,1164830,1859219,2014,ERROR,41.76930106,-87.67136622,"(41.769301059, -87.671366222)"
9320325,HW464485,9/23/2013 21:30,016XX E 77TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,1715,FALSE,TRUE,414,4,8,43,14,1188749,1854298,2013,ERROR,41.75525878,-87.58384833,"(41.755258781, -87.583848327)"
8528788,HV205948,3/20/2012 9:50,111XX S EWING AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,1676,FALSE,FALSE,433,4,10,52,14,1202171,1831712,2012,ERROR,41.69294974,-87.5354286,"(41.692949738, -87.535428598)"
4290691,HL605721,9/11/2005 14:00,001XX N DEARBORN ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),2621,FALSE,FALSE,122,1,42,32,6,1175948,1901601,2005,4/12/2014 12:43,41.88535879,-87.6293399,"(41.885358785, -87.629339896)"
9191309,HW336113,6/25/2013 11:28,013XX N ASHLAND AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,3808,TRUE,FALSE,1433,14,1,24,6,1165434,1909298,2013,ERROR,41.90671011,-87.66772974,"(41.906710108, -87.66772974)"
6943981,HR348351,5/29/2009T22:00:00Z,057XX N MC VICKER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,1332,FALSE,FALSE,1622,16,45,10,14,1134948,1938056,2009,ERROR,41.98621962,-87.77903539,"(41.986219618, -87.779035389)"
1432501,G153916,3/18/2001 1:15,023XX N HAMLIN AV,460,BATTERY,SIMPLE,RESIDENCE,2320,TRUE,FALSE,2525,NA,NA,NA,08B,1150616,1915362,2001,ERROR,41.9236529,-87.72200374,"(41.923652901, -87.722003735)"
8288964,HT523191,10/1/2011 16:10,021XX E 70TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,4671,TRUE,FALSE,331,3,5,43,18,1191556,1859009,2011,1/10/2011 19:38,41.76811858,-87.57340907,"(41.768118581, -87.573409074)"
7910721,HT140388,1/28/2011 23:30,029XX W ADAMS ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,4639,FALSE,FALSE,1124,11,2,27,04A,1156613,1898917,2011,ERROR,41.87840694,-87.70041419,"(41.878406942, -87.700414194)"
2089112,HH309698,4/15/2002 20:15,010XX N LAWLER AV,2027,NARCOTICS,POSS: CRACK,SIDEWALK,1200,TRUE,FALSE,1531,NA,NA,NA,18,1142456,1906817,2002,ERROR,41.90036021,-87.75219973,"(41.900360209, -87.752199731)"
9419206,HW562896,12/8/2013 1:39,011XX S CANAL ST,810,THEFT,OVER $500,RESTAURANT,4414,FALSE,FALSE,124,1,2,28,6,1173358,1895046,2013,ERROR,41.86742935,-87.63904547,"(41.867429345, -87.639045471)"
8846059,HV519322,10/14/2012 20:00,018XX W 103RD ST,610,BURGLARY,FORCIBLE ENTRY,OTHER,4604,FALSE,FALSE,2213,22,19,72,5,1165953,1836420,2012,ERROR,41.70671343,-87.66789599,"(41.70671343, -87.667895994)"
6454875,HP535283,8/26/2008 3:22,019XX W 19TH ST,560,ASSAULT,SIMPLE,APARTMENT,1503,FALSE,FALSE,1223,12,25,31,08A,1163581,1890708,2008,ERROR,41.85573685,-87.67506034,"(41.855736847, -87.675060338)"
8223778,HT457480,8/20/2011 15:15,007XX E 43RD ST,560,ASSAULT,SIMPLE,CHA PARKING LOT/GROUNDS,4240,FALSE,FALSE,213,2,4,38,08A,1182085,1876707,2011,ERROR,41.81690782,-87.60757665,"(41.816907818, -87.607576648)"
1622655,G400595,7/9/2001 14:55,035XX N HERMITAGE AV,560,ASSAULT,SIMPLE,ALLEY,2256,FALSE,FALSE,1923,NA,NA,NA,08A,1164066,1923605,2001,ERROR,41.9459984,-87.67234982,"(41.945998404, -87.672349817)"
7843346,HS655355,12/10/2010 22:15,028XX S SPAULDING AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,2971,TRUE,FALSE,1032,10,22,30,15,1154782,1885145,2010,ERROR,41.84065189,-87.70750586,"(41.840651893, -87.707505856)"
6043466,HP146623,1/28/2008 0:00,091XX S STONY ISLAND AVE,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,3209,FALSE,FALSE,413,4,8,48,3,1188345,1844791,2008,8/2/2008 8:13,41.72918029,-87.58563158,"(41.729180293, -87.585631578)"
9633417,HX284237,5/31/2014 15:00,083XX S INGLESIDE AVE,820,THEFT,$500 AND UNDER,APARTMENT,380,FALSE,FALSE,632,6,8,44,6,1183965,1849926,2014,7/6/2014 12:40,41.74337459,-87.60151648,"(41.743374586, -87.601516477)"
9050651,HW196019,3/16/2013 14:30,037XX N SEMINARY AVE,810,THEFT,OVER $500,OTHER,3835,FALSE,FALSE,1923,19,44,6,6,1168275,1925255,2013,ERROR,41.95043596,-87.65683116,"(41.950435964, -87.656831163)"
1724326,G530529,8/24/2001 9:00,068XX N FRANCISCO AV,810,THEFT,OVER $500,CONSTRUCTION SITE,4601,FALSE,FALSE,2411,NA,NA,NA,6,1155826,1945498,2001,4/12/2014 12:43,42.00624433,-87.70204429,"(42.006244328, -87.70204429)"
7313924,HS117962,11/23/2009 9:18,001XX W JACKSON BLVD,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,2873,TRUE,FALSE,112,1,2,32,11,1175229,1898922,2009,3/1/2011 19:34,41.87802361,-87.63206056,"(41.878023606, -87.632060555)"
8348182,HT581427,11/8/2011 17:45,049XX S WABASH AVE,820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",404,TRUE,FALSE,231,2,3,38,6,1177513,1872176,2011,9/11/2011 12:54,41.80457909,-87.62448485,"(41.804579093, -87.624484847)"
8457513,HV134404,1/27/2012 10:40,095XX S LAFAYETTE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4775,FALSE,FALSE,511,5,21,49,7,1177575,1841925,2012,ERROR,41.72156557,-87.62517084,"(41.721565569, -87.625170844)"
3991779,HL277064,4/5/2005 22:00,004XX S CICERO AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,4442,TRUE,FALSE,1533,15,24,25,16,1144422,1897554,2005,ERROR,41.87490468,-87.74521163,"(41.874904679, -87.745211632)"
8231576,HT460583,8/3/2011 11:00,025XX W 63RD ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,2479,FALSE,FALSE,825,8,15,66,26,1160154,1862826,2011,ERROR,41.77929666,-87.68840721,"(41.779296661, -87.688407212)"
4496745,HL799743,12/20/2005 9:05,073XX S SACRAMENTO AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,4808,FALSE,FALSE,835,8,18,66,5,1157607,1855700,2005,ERROR,41.75979389,-87.69793786,"(41.75979389, -87.697937855)"
5033246,HM641247,10/4/2006 20:00,080XX S LAFLIN ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,4181,FALSE,FALSE,612,6,21,71,5,1167772,1851438,2006,ERROR,41.74788631,-87.66080517,"(41.747886306, -87.660805171)"
5208608,HM778355,12/16/2006 19:10,068XX S HALSTED ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,TAVERN/LIQUOR STORE,3007,TRUE,FALSE,723,7,6,68,15,1172116,1859172,2006,1/1/2007 7:32,41.7690151,-87.64466053,"(41.7690151, -87.644660529)"
2528826,HJ107508,1/4/2003 22:02,030XX W 47TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,4398,FALSE,FALSE,912,NA,14,58,14,1157054,1873373,2003,ERROR,41.80830233,-87.69948714,"(41.808302333, -87.699487137)"
1613083,G380569,6/30/2001 3:34,010XX E 133 ST,560,ASSAULT,SIMPLE,CHA APARTMENT,4421,TRUE,FALSE,533,NA,NA,NA,08A,1185848,1817236,2001,ERROR,41.653625,-87.59564304,"(41.653625, -87.595643042)"
5350380,HN205637,3/3/2007 10:00,032XX W 63RD ST,460,BATTERY,SIMPLE,APARTMENT,1902,FALSE,FALSE,823,8,15,66,08B,1155671,1862624,2007,8/3/2007 21:51,41.77883343,-87.70484792,"(41.77883343, -87.704847919)"
5570467,HN377874,4/2/2007 12:00,064XX S LANGLEY AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,4605,FALSE,TRUE,312,3,20,42,26,1181963,1862332,2007,ERROR,41.77746442,-87.60846882,"(41.777464417, -87.608468819)"
3864729,HL237399,3/16/2005 10:00,046XX S HALSTED ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,3954,TRUE,FALSE,921,9,11,61,6,1171713,1873921,2005,ERROR,41.80949685,-87.64570534,"(41.809496845, -87.645705337)"
4208971,HL527767,7/4/2005 22:30,056XX S MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1863,FALSE,TRUE,233,2,20,40,08B,1178081,1867582,2005,ERROR,41.79195985,-87.62254102,"(41.791959854, -87.622541015)"
4616724,HM210940,3/3/2006 10:26,0000X W RANDOLPH ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,1416,TRUE,FALSE,122,1,42,32,26,1175995,1901321,2006,7/3/2006 3:46,41.88458939,-87.62917574,"(41.884589391, -87.629175742)"
9574311,HX225021,4/15/2014 20:00,088XX S LOOMIS ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4758,FALSE,FALSE,2222,22,21,71,7,1168581,1846266,2014,6/5/2014 0:39,41.73367622,-87.65798946,"(41.733676216, -87.657989464)"
3138687,HK129812,1/16/2004 21:30,115XX S YALE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,4990,FALSE,TRUE,522,5,34,53,08B,1176719,1828319,2004,ERROR,41.68424804,-87.62871395,"(41.684248043, -87.628713951)"
8344443,HT528932,10/5/2011 5:00,052XX W SCHOOL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,2954,FALSE,FALSE,1634,16,38,15,14,1140574,1921391,2011,8/11/2011 10:43,41.94038762,-87.75875382,"(41.940387619, -87.758753823)"
1796827,G622864,10/15/2001 20:30,030XX S GRATTEN AV,810,THEFT,OVER $500,OTHER,2409,FALSE,FALSE,923,NA,NA,NA,6,1169291,1884678,2001,4/12/2014 12:43,41.83906796,-87.65427697,"(41.839067958, -87.654276965)"
6321465,HP407211,6/21/2008 1:00,013XX S KEDZIE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,1039,FALSE,FALSE,1022,10,24,29,08B,1155195,1893805,2008,ERROR,41.86440765,-87.70575804,"(41.864407654, -87.705758038)"
4048269,HL397796,6/4/2005 1:00,106XX S HALSTED ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,1253,FALSE,TRUE,2233,22,34,73,08B,1172820,1834491,2005,ERROR,41.7012716,-87.64280586,"(41.701271596, -87.642805861)"
3192419,HK199140,2/23/2004 8:15,068XX S STEWART AVE,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",2632,TRUE,FALSE,722,7,6,68,08B,1174671,1859859,2004,ERROR,41.77084379,-87.63527472,"(41.770843786, -87.635274724)"
2000440,HH198576,2/20/2002 16:32,064XX W DIVERSEY AV,620,BURGLARY,UNLAWFUL ENTRY,APPLIANCE STORE,4375,FALSE,FALSE,2512,NA,NA,NA,5,NA,NA,2002,ERROR,NA,NA,
9584763,HX234897,4/23/2014 21:50,026XX N RUTHERFORD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1333,FALSE,FALSE,2512,25,36,18,08B,1130931,1916809,2014,ERROR,41.92798596,-87.79430164,"(41.927985963, -87.794301643)"
6633395,HP703001,11/26/2008 10:25,001XX N STATE ST,850,THEFT,ATTEMPT THEFT,SIDEWALK,1180,TRUE,FALSE,122,1,42,32,6,1176393,1900887,2008,1/12/2008 7:38,41.8833895,-87.62772735,"(41.8833895, -87.627727352)"
10025851,HY215334,4/9/2015 8:09,037XX N KILPATRICK AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,4106,TRUE,TRUE,1731,17,38,15,08B,1144437,1924607,2015,ERROR,41.94914068,-87.74447462,"(41.949140682, -87.744474617)"
4257303,HL576564,8/28/2005 0:01,018XX N KEDVALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,1447,FALSE,FALSE,2534,25,30,20,14,1148380,1912201,2005,ERROR,41.91502227,-87.73030139,"(41.915022267, -87.730301385)"
5994905,HP103223,1/2/2008 20:45,029XX W WARREN BLVD,2027,NARCOTICS,POSS: CRACK,SIDEWALK,2969,TRUE,FALSE,1331,12,2,27,18,1156699,1900170,2008,3/1/2008 8:43,41.88184356,-87.70006447,"(41.881843556, -87.700064472)"
6422343,HP506170,8/5/2008 23:00,008XX E 101ST ST,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,111,FALSE,FALSE,511,5,8,50,6,1183373,1838023,2008,11/8/2008 8:34,41.71072516,-87.60405507,"(41.710725164, -87.604055073)"
20991,HW370238,7/19/2013 21:43,038XX W HIRSCH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,3308,FALSE,FALSE,2535,25,30,23,01A,1150202,1908997,2013,3/10/2013 7:24,41.90619484,-87.72369118,"(41.906194835, -87.723691183)"
6084521,HP178194,2/16/2008 3:00,066XX S ASHLAND AVE,313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,3004,FALSE,FALSE,725,7,17,67,3,1166856,1860593,2008,ERROR,41.77302847,-87.66390063,"(41.773028465, -87.663900629)"
10080403,HY268040,5/19/2015 11:00,049XX W IRVING PARK RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,3481,FALSE,TRUE,1624,16,45,15,08B,1142440,1926175,2015,ERROR,41.95348083,-87.75177625,"(41.95348083, -87.751776252)"
6924204,HR316222,5/12/2009 9:00,0000X W 95TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA GARAGE / OTHER PROPERTY,3480,TRUE,FALSE,634,6,21,49,18,1177743,1841988,2009,ERROR,41.72173466,-87.62455359,"(41.721734655, -87.624553594)"
6386680,HP461038,7/18/2008 22:43,045XX W HARRISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,2401,TRUE,FALSE,1131,11,24,26,18,1146348,1896935,2008,ERROR,41.87316964,-87.73815585,"(41.873169637, -87.738155845)"
6784849,HR199128,3/4/2009 20:12,066XX N CLARK ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,ALLEY,3928,TRUE,FALSE,2432,24,40,1,18,1164013,1944171,2009,4/3/2009 20:55,42.0024334,-87.67196102,"(42.002433404, -87.671961019)"
7712756,HS519770,9/17/2010 12:11,060XX S WESTERN AVE,820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,37,FALSE,FALSE,825,8,15,66,6,1161368,1864419,2010,ERROR,41.783643,-87.68391243,"(41.783642999, -87.683912427)"
7906876,HT136770,1/26/2011 15:55,0000X S KOSTNER AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,4097,TRUE,FALSE,1113,11,28,26,26,1147028,1899356,2011,ERROR,41.87980018,-87.73559731,"(41.87980018, -87.735597307)"
7991866,HT223888,3/28/2011 19:15,110XX S PRINCETON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,544,TRUE,FALSE,513,5,34,49,18,1176291,1831621,2011,ERROR,41.69331882,-87.63018206,"(41.693318823, -87.630182058)"
7123089,HR531884,9/11/2009 18:13,013XX S MILLARD AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,4647,TRUE,FALSE,1011,10,24,29,04A,1152210,1893660,2009,ERROR,41.86406911,-87.71671981,"(41.864069113, -87.71671981)"
2000324,HH200986,2/21/2002 18:47,014XX N AVERS AV,460,BATTERY,SIMPLE,RESIDENCE,3701,FALSE,TRUE,2535,NA,NA,NA,08B,1150481,1909461,2002,ERROR,41.90746265,-87.72265417,"(41.907462651, -87.722654169)"
8240399,HT466105,8/25/2011 22:55,021XX N CICERO AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,2564,TRUE,FALSE,2522,25,31,19,16,1144003,1913897,2011,2/9/2011 9:05,41.91975959,-87.7463395,"(41.919759591, -87.746339498)"
1514753,G260660,5/6/2001 18:53,028XX W 19 ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,3078,TRUE,FALSE,1022,NA,NA,NA,15,1157943,1890640,2001,2/6/2010 10:34,41.85566699,-87.69575643,"(41.855666993, -87.695756427)"
3724031,HK768759,11/12/2004 13:00,012XX S ASHLAND AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,1595,FALSE,FALSE,1224,12,2,28,10,1165874,1894646,2004,ERROR,41.86649452,-87.66653167,"(41.866494521, -87.666531674)"
9095092,HW222941,4/7/2013 10:05,039XX S CALUMET AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,3181,TRUE,FALSE,213,2,3,38,18,1179129,1878622,2013,3/5/2013 9:26,41.82223073,-87.61836145,"(41.822230731, -87.618361446)"
9606372,HX256322,5/10/2014 14:15,017XX S ASHLAND AVE,860,THEFT,RETAIL THEFT,OTHER,824,FALSE,FALSE,1233,12,25,31,6,1166044,1891531,2014,ERROR,41.85794306,-87.66599648,"(41.857943062, -87.665996477)"
2080168,HH302067,4/11/2002 17:30,005XX S CENTRAL AV,460,BATTERY,SIMPLE,RESIDENCE,830,FALSE,FALSE,1522,NA,NA,NA,08B,1139180,1897038,2002,ERROR,41.87358566,-87.7644709,"(41.873585657, -87.764470903)"
2538562,HJ119047,1/10/2003 17:30,030XX N MOBILE AVE,890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",1800,FALSE,FALSE,2511,NA,36,19,6,1133838,1919613,2003,ERROR,41.93562982,-87.78355323,"(41.935629815, -87.783553233)"
5728743,HN535876,8/18/2007 3:00,055XX W DAKIN ST,460,BATTERY,SIMPLE,ALLEY,3956,FALSE,FALSE,1633,16,38,15,08B,1138581,1925659,2007,ERROR,41.95213586,-87.76597505,"(41.952135858, -87.765975048)"
4533362,HM121306,1/5/2006 13:00,112XX S PERRY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,4073,FALSE,TRUE,522,5,34,49,08B,1177464,1830657,2006,ERROR,41.69064711,-87.62591646,"(41.690647109, -87.62591646)"
2940341,HJ623964,9/11/2003 22:52,079XX S JUSTINE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,3976,FALSE,FALSE,612,6,21,71,14,1167342,1852128,2003,ERROR,41.74978898,-87.66236111,"(41.749788975, -87.662361113)"
4022229,HL375934,5/23/2005 16:30,043XX W IRVING PARK RD,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,547,FALSE,FALSE,1722,17,38,16,14,1146478,1926264,2005,ERROR,41.9536489,-87.73692976,"(41.953648902, -87.736929761)"
8856428,HV530199,10/22/2012 19:10,001XX N LA CROSSE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,3046,FALSE,FALSE,1532,15,28,25,7,1144050,1900929,2012,ERROR,41.88417308,-87.74649275,"(41.884173077, -87.746492747)"
10126995,HY315210,4/1/2015 9:00,099XX S WINSTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,3601,FALSE,FALSE,2213,22,21,73,11,1168775,1838907,2015,ERROR,41.71347784,-87.6574904,"(41.713477841, -87.6574904)"
7059731,HR465421,8/4/2009 10:00,050XX W ADDISON ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,3296,FALSE,FALSE,1634,16,38,15,5,1142074,1923423,2009,3/9/2009 12:45,41.9459359,-87.7531902,"(41.945935898, -87.753190197)"
4369628,HL653099,10/4/2005 14:15,0000X E 68TH ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,4938,FALSE,FALSE,322,3,20,69,5,1178251,1859995,2005,ERROR,41.7711365,-87.62214775,"(41.7711365, -87.622147753)"
2085336,HH300310,4/11/2002 14:22,052XX S ASHLAND AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,2024,TRUE,FALSE,932,NA,NA,NA,18,1166514,1870200,2002,ERROR,41.79939856,-87.66488052,"(41.79939856, -87.664880524)"
2837739,HJ500794,7/17/2003 12:00,064XX S ASHLAND AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),327,FALSE,FALSE,725,7,15,67,6,1166729,1862274,2003,4/12/2014 12:43,41.77764406,-87.66431824,"(41.777644057, -87.664318242)"
9359551,HW502824,10/16/2013 13:00,087XX S CONSTANCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,4794,FALSE,FALSE,412,4,8,48,14,1189994,1847553,2013,ERROR,41.73672003,-87.57950236,"(41.736720026, -87.579502355)"
4269836,HL586435,9/1/2005 0:00,099XX S BEVERLY AVE,890,THEFT,FROM BUILDING,RESIDENCE,2317,FALSE,TRUE,2213,22,21,72,6,1168186,1838983,2005,ERROR,41.71369906,-87.65964536,"(41.713699063, -87.659645355)"
3579880,HK667872,10/5/2004 9:30,053XX S COTTAGE GROVE AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,3907,FALSE,FALSE,2131,2,5,41,5,1182540,1869405,2004,ERROR,41.79685999,-87.60613425,"(41.796859993, -87.606134249)"
1396555,G081867,2/9/2001 10:00,070XX S SANGAMON ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,2543,TRUE,FALSE,733,NA,NA,NA,18,1171146,1858301,2001,ERROR,41.76664623,-87.64824151,"(41.766646226, -87.648241507)"
6210516,HP298503,4/23/2008 19:00,088XX S COLFAX AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,3830,FALSE,FALSE,423,4,7,46,5,1195065,1846888,2008,8/5/2008 7:57,41.73477182,-87.56094605,"(41.734771822, -87.560946053)"
8335396,HT565225,10/29/2011 12:22,069XX S LAFAYETTE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,4794,FALSE,TRUE,731,7,6,69,08B,1176984,1859255,2011,7/11/2011 12:45,41.76913452,-87.62681437,"(41.769134515, -87.626814372)"
4575638,HL791694,12/15/2005 20:55,006XX N TRUMBULL AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,1930,TRUE,FALSE,1121,11,27,23,18,1153311,1903852,2005,ERROR,41.89201527,-87.71240737,"(41.892015265, -87.712407374)"
9527333,HX181612,3/12/2014 10:50,081XX S VINCENNES AVE,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",1878,TRUE,FALSE,622,6,21,44,08A,1174722,1850745,2014,ERROR,41.74583274,-87.63535884,"(41.745832739, -87.635358835)"
2802818,HJ444885,6/21/2003 19:30,029XX S STATE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA PARKING LOT/GROUNDS,4371,FALSE,TRUE,2113,1,3,35,08B,1176715,1885559,2003,ERROR,41.8413212,-87.62700803,"(41.841321197, -87.627008027)"
8240826,HT474337,8/31/2011 10:04,070XX S CLYDE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,3112,TRUE,FALSE,331,3,5,43,08B,1191389,1858691,2011,1/9/2011 6:32,41.76725001,-87.57403149,"(41.767250011, -87.574031486)"
8766702,HV441335,8/21/2012 22:30,023XX N MILWAUKEE AVE,620,BURGLARY,UNLAWFUL ENTRY,OTHER,4672,FALSE,FALSE,1414,14,35,22,5,1157125,1915354,2012,3/9/2012 18:32,41.92350112,-87.69808733,"(41.923501123, -87.698087331)"
9497756,HX152161,2/15/2014 11:52,071XX S CONSTANCE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,4239,FALSE,TRUE,324,3,5,43,08B,1189655,1857726,2014,ERROR,41.7646438,-87.58041818,"(41.764643801, -87.580418177)"
7234599,HR643869,11/15/2009 0:30,002XX W NORTH AVE,890,THEFT,FROM BUILDING,OTHER,3514,FALSE,FALSE,1814,18,43,7,6,1174055,1911024,2009,5/1/2010 11:53,41.91125841,-87.63601002,"(41.911258405, -87.636010015)"
3179722,HK182024,2/13/2004 23:00,013XX W IRVING PARK RD,810,THEFT,OVER $500,STREET,4624,FALSE,FALSE,1923,19,47,6,6,1166363,1926630,2004,4/12/2014 12:43,41.95425022,-87.66382,"(41.954250222, -87.663819997)"
4222202,HL539526,8/10/2005 1:50,043XX S LAMON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,CHA PARKING LOT/GROUNDS,4720,FALSE,FALSE,814,8,23,56,14,1144637,1875298,2005,ERROR,41.8138271,-87.74498203,"(41.813827102, -87.744982032)"
